,Whiskey,Review,Score,Category,Reviewer,Price,Date,Alcohol,Age,finish,finish,fruit,note,sweet,oak,palat,spice,nose,vanilla,dri,year,chocol,old,smoke,sherri,malt,caramel,honey,hint,orang,toffe,pepper,matur,flavor,cinnamon,spici,peat,age,balanc,appl,soft,long,whiskey,releas,light,ginger,rich,citru,dark,water,complex,fresh,aroma,rye,wood,black,fruiti,express,creami,leather,lemon,candi,slightli,blend,peach,singl,ripe,new,subtl,cherri,red,floral,clean,nut,clove,sugar,mint,warm,licoric,smoki,white,milk,polish,almond,grain,mix,gentl,syrup,raisin,tobacco,coconut,hot,linger,textur,nutti,color,littl,peel,nutmeg,toast,bitter,cocoa,cream,green,corn,barley,earthi,develop,pineappl,smooth,pear,well,bake,berri,mouth,wine,follow,salt,oili,medium,brine,fudg,strength,roast,come,charact,big,great,delic,apricot,malti,also,pepperi,love,exclus,banana,full,tropic,emerg,tea,deep,fig,vintag,bodi,much,dram,bright,port,mapl,pie,coffe,domin,best,enjoy,ice,tannin,lengthi,oloroso,depth,fragrant,lush,butterscotch,cake,raspberri,powder,start,golden,eleg,end,tongu,open,differ,silki,spirit,orchard,gold,butt,background,mola,young,beauti,last,mouthfeel,sooth,lime,hogshead,melon,seawe
11,bowmore 50 year old distilled 1961,"['whiski', 'sensat', 'gloriou', 'mix', 'ginseng', 'syrup', 'bake', 'banana', 'semidri', 'tropic', 'fruit', 'exot', 'smoke', 'edg', 'without', 'last', 'could', 'believ', 'delic', 'cognac', 'time', 'thereâ', 'peppermint', 'guava', 'syrup', 'sip', 'need', 'reveal', 'perfect', 'thrill', 'harmoni', 'light', 'nutti', 'pollen', 'subtl', 'fruit', 'gentl', 'smoke', 'light', 'fungal', 'touch', 'itâ', 'stun', 'itâ', 'â', '0', 'whiski', 'great', 'even', 'limit', 'quantiti', 'fairli', 'price', 'point', 'â', '0']",95,single malt scotch,dave broom,26650.0,2014,40,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12,brora,"['astonishingli', 'fresh', 'clean', '30', 'year', 'oak', 'incred', 'depth', 'slight', 'oili', 'textur', 'appet', 'brine', 'honey', 'vanilla', 'mustard', 'seed', 'green', 'oliv', 'sevil', 'orang', 'lemon', 'zest', 'underli', 'smoke', 'damp', 'peat', 'seawe', 'put', 'simpli', 'brora', 'finest']",95,single malt scotch,john hansell,40000.0,2008,55,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,lombard jewels scotland distilled brora,"['bottl', 'recent', 'put', 'circul', 'u', 'veri', 'strang', 'itâ', 'worth', 'wait', 'itâ', 'fresh', 'even', '22', 'year', 'old', 'appet', 'spici', 'brini', 'thereâ', 'sweet', 'foundat', 'vanilla', 'wafer', 'caramel', 'slightli', 'oili', 'textur', 'white', 'pepper', 'seawe', 'mustard', 'seed', 'lime', 'gherkin', 'tea', 'gin', 'botan', 'add', 'complex', 'spici', 'salti', 'finish', 'vibrant', 'dynam', 'express', 'shutter', 'origin', 'clynelish', 'distilleri', 'quit', 'stun', 'actual', 'find', 'bottl', 'theyâr', 'gone']",95,single malt scotch,john hansell,20000.0,2009,50,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14,brora,"['whiski', 'posit', 'aspect', 'matur', 'whiski', 'depth', 'complex', 'without', 'neg', 'one', 'excess', 'oak', 'onedimension', 'clean', 'oili', 'textur', 'honey', 'vanilla', 'caramel', 'citru', 'tangerin', 'orang', 'lemon', 'nectarin', 'oliv', 'brine', 'black', 'pepper', 'ginger', 'cut', 'grass', 'mustard', 'seed', 'hint', 'tea', 'smoke', 'brini', 'spici', 'finish', 'wonder']",95,single malt scotch,john hansell,40000.0,2010,53,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,brora 2010,"['though', 'brora', 'acquir', 'cult', 'statu', 'said', 'year', 'special', 'releas', 'brora', 'went', 'offput', 'butyr', 'phase', 'might', 'well', 'put', 'newbi', 'legendari', 'close', 'site', 'must', 'wonder', 'fuss', 'one', 'nose', 'sr', 'show', 'day', 'consign', 'past', 'classi', 'word', 'go', 'gold', 'color', 'nose', 'manag', 'overtli', 'waxi', 'â', 'iâm', 'remind', 'wax', 'paper', 'â', 'fragrant', 'behind', 'coal', 'smoke', 'rather', 'heavi', 'peati', 'earlier', 'vintag', 'broraâ', 'peat', 'level', 'vari', 'last', 'year', 'word', 'robust', 'power', 'evoc', 'aroma', 'speak', 'old', 'sea', 'chest', 'seashor', 'vellum', 'huge', 'concentr', 'mass', 'fruit', 'â', 'quinc', 'especi', 'â', 'follow', 'behind', 'amplifi', 'drop', 'two', 'water', 'palat', 'unctuou', 'heavi', 'tecton', 'plate', 'move', 'quickli', 'mouth', 'doe', 'oilywaxi', 'textur', 'flavor', 'move', 'slowli', 'â', 'camphor', 'peach', 'membrillo', 'hint', 'citru', 'toward', 'finish', 'grow', 'brini', 'akin', 'oliv', 'hint', 'smoke', 'element', 'one', 'best', 'brora', 'year', 'avail', 'usâ280']",95,single malt scotch,dave broom,45500.0,2011,54,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16,brora 35 year old,"['matur', 'distil', 'taken', 'place', 'european', 'oak', 'refil', 'american', 'oak', 'cask', 'fresh', 'fruiti', 'earli', 'herbal', 'nose', 'hint', 'wax', 'plu', 'brine', 'develop', 'walnut', 'fudg', 'underli', 'wisp', 'smoke', 'final', 'wood', 'resin', 'palat', 'fruiti', 'mix', 'spice', 'plain', 'chocol', 'damp', 'undergrowth', 'gentl', 'peat', 'smoke', 'final', 'coal', 'mildli', 'medicin', 'ashi', 'peat', 'anise', 'linger', 'long', 'slowli', 'dri', 'finish', 'brora', 'best', 'bottl', 'editor', 'choic']",95,single malt scotch,gavin smith,750.0,2014,49,35,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,glenfarclas 1968 vintage,"['quit', 'sinc', 'weâv', 'seen', 'new', 'glenfarcla', 'u', 'tast', 'whiski', 'worth', 'wait', 'glenfarcla', 'rich', 'stylish', 'whiski', 'age', 'well', 'vintag', 'prove', 'deep', 'matur', 'complex', 'fruit', 'sultana', 'marmalad', 'layer', 'sweet', 'honey', 'caramel', 'toffe', 'year', 'oak', 'contribut', 'anoth', 'dimens', 'whiski', 'provid', 'dri', 'oaki', 'spici', 'polish', 'leather', 'hint', 'tobaccoespeci', 'finish', 'never', 'whiski', 'tast', 'tire', 'excess', 'woodi', 'express', 'good', 'older', 'whiski', 'without', 'side', 'iâm', 'told', 'bottl', 'import', 'u', 'went', 'chicago', 'area', 'itâ', 'worth', 'take', 'extra', 'time', 'track', 'bottl']",95,single malt scotch,john hansell,200.0,2004,43,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,glenfarclas 40 year old,"['glenfarcla', 'proven', 'track', 'record', 'age', 'well', 'iâv', 'enjoy', 'amaz', '25', '30', 'year', 'old', 'express', 'addit', 'older', 'vintag', 'offer', 'new', '40', 'year', 'old', 'follow', 'suit', 'absolut', 'itâ', 'complex', 'wellround', 'great', 'depth', 'excess', 'oak', 'lush', 'candi', 'citru', 'especi', 'orang', 'old', 'pot', 'still', 'rum', 'mapl', 'syrup', 'fig', 'roast', 'nut', 'polish', 'leather', 'hint', 'mocha', 'candi', 'ginger', 'tobacco', 'bit', 'oili', 'textur', 'find', 'sooth', 'good', 'tannic', 'grip', 'finish', 'classic', 'wellmatur', 'glenfarcla', 'â', 'good', 'valu', 'age', 'editor', 'choic']",95,single malt scotch,john hansell,460.0,2010,46,40,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,glenglassaugh,"['excel', 'exampl', 'ultramatur', 'sherri', 'whiski', 'done', 'right', 'way', 'much', 'darker', 'decad', 'two', 'releas', 'silki', 'textur', 'rummi', 'jammi', 'fruit', 'toast', 'walnut', 'leather', 'spice', 'cinnamon', 'clove', 'tobacco', 'dark', 'chocol', 'foundat', 'juici', 'oak', 'tast', 'whiski', 'know', 'itâ', 'old', 'also', 'know', 'itâ', 'good']",95,single malt scotch,john hansell,252500.0,2011,44,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,glenlivet cellar collection 1973 vintage,"['marriag', 'three', 'cask', 'one', 'exsherri', 'butt', 'sherri', 'certainli', 'evid', 'sherri', 'mani', 'cellar', 'collect', 'whiski', 'date', 'opul', 'seduct', 'promin', 'fruit', 'glaze', 'spice', 'orang', 'ripe', 'peach', 'hint', 'pineappl', 'coconut', 'caramelco', 'nut', 'vanilla', 'custard', 'pepper', 'ginger', 'cinnamon', 'throughout', 'coat', 'sooth', 'finish', 'polish', 'seamless', 'trace', 'excess', 'oak', 'one', 'richest', 'finest', 'cellar', 'collect', 'date', 'anyon', 'abl', 'cough', 'buck', 'whiski', 'richli', 'reward', 'onli', '240', 'bottl', 'avail', 'u', 'begin', 'june']",95,single malt scotch,john hansell,1250.0,2010,49,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21,highland park,"['dark', 'decad', 'note', 'old', 'pot', 'still', 'rum', 'roast', 'nut', 'chocol', 'fudg', 'burnish', 'leather', 'dunde', 'cake', 'tobacco', 'hint', 'damp', 'peat', 'drink', 'thi', 'feel', 'like', 'iâm', 'sit', 'studi', 'state', 'scottish', 'mansion', 'contempl', 'fine', 'age', 'cuban', 'cigar', 'royalti', 'glass', 'bottl', 'binnyâ', 'beverag', 'depot']",95,single malt scotch,john hansell,28000.0,2007,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,highland park 50 year old,"['nose', 'veteran', 'huge', 'entic', 'rich', 'old', 'leather', 'soft', 'spice', 'sultana', 'fig', 'polish', 'oak', 'dunnag', 'warehous', 'tangi', 'orang', 'develop', 'time', 'orang', 'carri', 'onto', 'palateâamazingli', 'vibrant', 'youth', 'fruitinessâfollow', 'soft', 'toffe', 'woodsmok', 'sprinkl', 'dusti', 'oak', 'finish', 'extraordinarili', 'long', 'licoric', 'fruitladen', 'old', 'oak', 'true', 'classic', '77', 'bottl', 'u']",95,single malt scotch,gavin smith,15000.0,2018,42,50,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,laphroaig 25 year old 2008 edition,"['flavor', 'evolv', 'nose', 'palat', 'peat', 'kiln', 'smoke', 'fresh', 'asphalt', 'damp', 'earth', 'warehous', 'morningaft', 'campfir', 'ash', 'old', 'boat', 'dock', 'contrast', 'nice', 'toffe', 'appl', 'crãme', 'caramel', 'delic', 'raspberri', 'preserv', 'dri', 'citru', 'long', 'smoki', 'spici', 'brini', 'seawe', 'dirti', 'martiniting', 'finish', 'whiski', 'come', 'combin', 'sherri', 'bourbon', 'cask', 'marriag', 'work', 'also', 'like', 'retain', 'youth', 'brash', 'show', 'depth', 'matur', 'afford', 'whiski', 'delici', 'wellbalanc', 'oldfashion', 'laphroaigreview', 'whiski', 'gave', 'excus', 'open', 'âœfreshâ', 'bottl', 'predecessor', '30', 'year', 'old', 'thought', '30', 'year', 'old', 'softer', 'mellow', 'drier', 'debonair', '25', 'year', 'old', 'bolder', 'youth', 'dynam', 'richer', 'sweeter', 'â', 'bottl', 'cask', 'strength', 'realli', 'help', 'whiski', 'nice', 'quit', 'differ', 'person']",95,single malt scotch,john hansell,500.0,2009,51,25,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,macallan estate reserve,"['amber', 'color', 'richli', 'textur', 'great', 'mouth', 'feel', 'vanilla', 'fudg', 'nougat', 'ripe', 'citru', 'ginger', 'cake', 'lead', 'complex', 'spici', 'finish', 'great', 'depth', 'one', 'wellpolish', 'pick', 'lot']",95,single malt scotch,john hansell,215.0,2009,45,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,dun bheagan distilled springbank,"['quit', 'fresh', 'appet', '35', 'year', 'old', 'whiski', 'surpris', 'springbank', 'note', 'creami', 'vanilla', 'burnt', 'caramel', 'coconut', 'custard', 'brine', 'hint', 'ani', 'complex', 'vibrant', 'wellbalanc', 'remind', 'love', 'old', 'springer', 'devote', 'disappoint', 'stun', 'whiski', 'exclus', 'astor', 'wine', 'spirit']",95,single malt scotch,john hansell,30000.0,2007,50,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,jewels scotland distilled springbank,"['bottl', 'still', 'circul', 'fortun', 'find', 'way', 'springer', 'â60', 'get', 'rarer', 'quit', 'expens', 'great', 'exampl', 'covet', 'clean', 'well', 'matur', 'sign', 'excess', 'oak', 'eleg', 'sherri', 'fruit', 'dovetail', 'nice', 'polish', 'oak', 'steadi', 'stream', 'dri', 'spice', 'look', 'citru', 'nectarin', 'red', 'licoric', 'coconut', 'oil', 'ripe', 'banana', 'vanilla', 'custard', 'warm', 'cinnamon', 'brine', 'warm', 'spici', 'finish', 'polish']",95,single malt scotch,john hansell,40000.0,2009,46,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,aberfeldy 14 year old single cask,"['singl', 'cask', 'aberfeldi', 'bottl', 'far', 'stunner', 'hogshead', 'matur', 'whiski', 'ultim', 'underw', 'period', 'finish', 'exsherri', 'cask', 'prior', 'bottl', 'nose', 'offer', 'sultana', 'raisin', 'hot', 'chocol', 'develop', 'vanilla', 'hint', 'overrip', 'banana', 'final', 'burnt', 'sugar', 'caramel', 'insinu', 'syrupi', 'palat', 'apricot', 'dri', 'fruit', 'honey', 'sherri', 'gentli', 'spici', 'warm', 'licoric', 'notabl', 'long', 'finish', 'â115']",94,single malt scotch,gavin smith,181.0,2011,58,14,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,ardbeg 1974 vintage cask 3524,"['cask', 'darker', 'note', 'sticki', 'toffe', 'pud', 'chewi', 'caramel', 'firmli', 'support', 'polish', 'leather', 'cigar', 'box', 'roast', 'chestnut', 'smoke', 'seawe', 'tar', 'dark', 'chocol', 'finish', 'espresso', 'medit', 'whiski', 'price', 'list', 'includ', 'entir', 'doubl', 'barrel', 'vintag', 'set']",94,single malt scotch,john hansell,20000.0,2008,49,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,ardbeg uigeadail,"['launch', 'uigeadail', 'remain', 'one', 'ardbegâ', 'core', 'offer', 'matur', 'mix', 'sherri', 'bourbon', 'barrel', 'bottl', 'cask', 'strength', 'pepperi', 'peat', 'warm', 'tar', 'coffe', 'ground', 'machin', 'oil', 'black', 'pepper', 'nose', 'palat', 'complex', 'rich', 'offer', 'orang', 'segment', 'sprinkl', 'sea', 'salt', 'dark', 'chocol', 'malt', 'everpres', 'sweet', 'peat', 'nice', 'balanc', 'lengthi', 'finish', 'smoki', 'caramel']",94,single malt scotch,gavin smith,80.0,2018,54,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
